name,address,id,code,author,department,journal,sinta_score_overall,sinta_3yr_score,sinta_productivity_score,sinta_3yr_productivity_score,scopus_q1,scopus_q2,scopus_q3,scopus_q4,scopus_undefined_q,scopus_ro_article,scopus_ro_conference,scopus_ro_other,scopus_article,scopus_citation,scopus_cited_document,scopus_citation_researcher,gs_article,gs_citation,gs_cited_document,gs_citation_researcher,wos_article,wos_citation,wos_cited_document,wos_citation_researcher,garuda_article,garuda_citation,garuda_cited_document,garuda_citation_researcher
Universitas Pendidikan Indonesia," KOTA BANDUNG - JAWA BARAT, ID",414,001034,1.741,172,52,501.282,231.408,413,191,469,482,962,3082,1011,2427,3494,85,6.006,21.133,3.265,"13,95",78.492,858.184,32.402,"566,46",1.613,8.287,715,"5,47",7.661,307,142,"0,20"
