name,address,id,code,author,department,journal,sinta_score_overall,sinta_3yr_score,sinta_productivity_score,sinta_3yr_productivity_score,scopus_q1,scopus_q2,scopus_q3,scopus_q4,scopus_undefined_q,scopus_ro_article,scopus_ro_conference,scopus_ro_other,scopus_article,scopus_citation,scopus_cited_document,scopus_citation_researcher,gs_article,gs_citation,gs_cited_document,gs_citation_researcher,wos_article,wos_citation,wos_cited_document,wos_citation_researcher,garuda_article,garuda_citation,garuda_cited_document,garuda_citation_researcher
Universitas Pendidikan Indonesia," KOTA BANDUNG - JAWA BARAT, ID",414,001034,1.738,172,52,479.386,221.445,395,182,464,478,952,3073,1005,2408,3479,85,5.972,21.000,3.243,"13,86",78.002,837.838,32.183,"553,03",1.496,8.224,697,"5,43",6.560,287,129,"0,19"
